ID,HISTORY,RATING
5026493,X000000000,good
5026494,X000000000,good
5026496,X000000000,good
5026497,0000000,good
5026498,X0000000,good
5026500,X0000000,good
5026501,X0000000,good
5026502,X0000000,good
5026507,X0,good
5026508,X0,good
5026510,X0,good
5026511,X0,good
5026512,X0,good
5026513,X0,good
5026514,X0,good
5026515,X0,good
5026516,X0,good
5026524,X000,good
5026525,X000,good
5026526,X000,good
5026527,X0000,good
5026528,X0000,good
5026529,X0000,good
5026533,X000,good
5026534,X000,good
5026535,X000,good
5026536,X000,good
5026537,X000,good
5026538,X000,good
5026539,X000,good
5026540,X000,good
5026542,CCCCCCCCC0000XX,good
5026543,CCCCCCCCC0000XX,good
5026544,CCCCCCCCC0000XX,good
5026545,CCCCCC00000000000,good
5026546,CCCCCC00000000000,good
5026547,CCC00000000000,good
5026548,000000,good
5026550,00000,good
5026551,00000,good
5026552,00000,good
5026553,00000,good
5026555,0000,good
5026556,X000000000000000000,good
5026557,X000000000000000000,good
5026558,X000000000000000000,good
5026559,X0000000000000,good
5026560,0000000000000,good
5026574,CCCCCCCCCCC000000001000,moderate
5026575,X00000000,good
5026576,X00000000,good
5026577,X00000000,good
5026578,X00000000,good
5026579,X00000000,good
5026580,X00000000,good
5026581,X0000,good
5026582,X0000,good
5026583,0000,good
5026584,00000000,good
5026586,00000000,good
5026587,00000000,good
5026588,00000000,good
5026609,X000000000000000,good
5026610,X000000000000000,good
5026611,X0000000,good
5026612,X0000000,good
5026613,X0000000,good
5026614,0000000,good
5026616,X000,good
5026617,X000,good
5026618,X000,good
5026619,X000,good
5026620,X00,good
5026621,X00,good
5026622,X00,good
5026625,X0000000000000000000000,good
5026626,X0000000000000000000000,good
5026628,X0000000000000000000000,good
5026629,X0000000000000000000000,good
5026630,X0000000000000000000000,good
5026631,X0000000000000000000000,good
5026632,X0000000000000000000000,good
5026633,XXXXXXXX0000,good
5026634,XXXXXXXX0000,good
5026638,XXXXXXXX0000,good
5026642,XXXXXXXX0000,good
5026643,XXXXXXXX0000,good
5026644,XXXXXXXX0000,good
5026645,XXXXXXXX0000,good
5026647,X00000,good
5026653,CCCCCCCCCCCCC000000000000,good
5026654,CCCCCCCCCCCCC000000000000,good
5026688,0000000000000000X,good
5026689,000000000000000X,good
5026690,0000000000000000X,good
5026691,000000000000000X,good
5026692,XX0000000X,good
5026693,XX0000000X,good
5026694,XX0000000X,good
5026695,XX0000000X,good
5026696,X0000000X,good
5026706,00000000000000000,good
5026707,X00000000000000000000,good
5026708,00000000000000000000,good
5026711,CCCCCCCC000,good
5026712,CCCCCCCC000,good
5026713,CCCCCCCC000,good
5026714,CCCCCCCC000,good
5026715,CCCCCCC000,good
5026720,CCCCCCCC00000000000,good
5026722,CCCCCCCC00000000000,good
5026723,CCCCCCCC00000000000,good
5026728,000000000000000000X,good
5026732,00000X,good
5026739,000000000000000000X,good
5026740,00000,good
5026741,00000,good
5026742,00000,good
5026743,00000,good
5026744,0000,good
5026745,00000,good
5028237,00010000000000,moderate
5028238,00010000000000,moderate
5028239,CCCCC00000000000,good
5028240,CCCCC00000000000,good
5028241,XXXXXXXX0000XXX,good
5028242,CCCC00100001100000100X,moderate
5028243,X00110000000,moderate
5028245,0000XXXX,good
5028248,000000000,good
5028249,X00010X0,moderate
5028250,CCCCCCCCCCCCCCCCCCCCCC00000,good
5028251,X00110000000,moderate
5028252,CCCCCCC00000000001001000010000X,moderate
5028253,000000000000000,good
5028254,0000000000000000000,good
5028255,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC001111000000,moderate
5028256,000000000000000000000000000000000001100000000100000000000000,moderate
5028257,CCCCCC000000000000000000000000000,good
5028259,CCCCCCCCCCCCC000000000000000000000000000,good
5028260,0100000000000000,moderate
5028261,CCCCCCCCCCCCCCCCCCCCCCCCCCC000000X,good
5028263,XXXXXXXXXX,good
5028265,CCCCCCCCCCCCCCCCCC00000000000X,good
5028266,CCCCC000000000000X,good
5028267,0000000000,good
5028268,CCCCCCCCCCCCCCCCCCCCCCCC00000,good
5028269,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000000000000,good
5028270,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000000000X,good
5028271,00000000000000,good
5028272,CCCCCCCCCCCCCCCCCCCCCCCCCCC000000000000000,good
5028274,CCCCCCCCCC001000000000100000000000000000000,moderate
5028275,CCCCCCCCCCCCCCCCCCCC1111101111100001100010000000000,moderate
5028276,CCCCCCCCCC001000000000100000000000000000000,moderate
5028277,0000000XX,good
5028280,0X000X000X0XXX000X000X0X0X,good
5028281,CCCCCCCCCCCCCCCCCCCCCCCCCC000000000000,good
5028282,000XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0,good
5028283,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000000000,good
5028285,CC000000000000,good
5028286,CCCCCCC000000000000,good
5028287,00000000000,good
5028288,XXXXXXXXXXXXXXXXXXXXXXXX0XXX00XXX0XX000XXXXXXXXXXX,good
5028289,00000000,good
5028290,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000000000,good
5028291,CCCCCCCCCCCC000000000000,good
5028292,CCCCCCCCCCCCCCCCCC0000000,good
5028293,CCCCCCCCCCC0000000,good
5028294,CCCCCCCCCCCCCCCCCC0000000,good
5028296,CCCCCCCCC000000000000000000000000000000000010,moderate
5028300,XX0000000000,good
5028301,XX0000000000,good
5028302,XX0000000000,good
5028303,0000,good
5028304,XX0000000000,good
5028305,CCCCC0000000,good
5028307,00001001000,moderate
5028308,CCCCCCCCCCCCCCCCC0000000000,good
5028309,CCCCCCCCCCCCCCCC00000000,good
5028310,00000001000000000,moderate
5028311,00000001000000000,moderate
5028312,XXXXXXXXXX,good
5028313,00000001000000000,moderate
5028314,00000000,good
5028315,CCCCCCCCC0000000,good
5028316,CCCCCCCCCCCCCCCCC000000X,good
5028318,CCC000000X,good
5028321,000000000000000000,good
5028322,000000000000000000,good
5028323,000000000000000000,good
5028324,000000000000000000,good
5028325,000000000000000000,good
5028326,CCCCCCCC,good
5028327,00000100,moderate
5028329,CCC00000000000000000X,good
5028330,0000000000X,good
5028331,000,good
5028333,00000X,good
5028334,X0XXX00XX,good
5028335,XX00XX,good
5028337,0000000000000000X,good
5028338,CCCC0000000000,good
5028341,CCCCCCCCCCC000000000000,good
5028342,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000000,good
5028343,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000XX000,good
5028346,000000000,good
5028348,000000000000000,good
5028349,XXXXX0000000000000000000000000X,good
5028350,CCCCCCCCCCCCC110110110110000000000000,moderate
5028351,XXXXXXXXXX0000000000000000000000,good
5028354,1000000010010000000X,moderate
5028355,X0000000000X0000000000X,good
5028356,00XXXXXXXXXX,good
5028357,XXXXXXXXXX,good
5028358,CCCC000000000X,good
5028359,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000,good
5028360,XXXX000000XXXX,good
5028362,CCCCCCCCCCCCCCCCC11000,moderate
5028363,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC11000,moderate
5028365,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000,good
5028366,00000000000,good
5028367,X00X0X00XXXXX0XXX0XXX0000X00XXXXX0XXXX0XXXXXXXX,good
5028371,CCCCCCCCCCCCCCCCCCCCCCCCCCCC0000,good
5028373,CCCCCCCCCCCCCCX00X,good
5028374,CCCCCCCC0000,good
5028375,CCCCCCCCCCCCCCCCCCCCCCCCCCCC0000,good
5028376,CCCCCCCCCCCCCCCCCCCCCCCC0000,good
5028377,CCCCCCCCCCCCCCCCCCCCCCCCCCCC0000,good
5028378,CCCCCCCC0000000000000,good
5028379,CCC00X,good
5028380,CCCCCCCC0000000000000,good
5028381,CCCCCCCCCCCCCCCCCCCCCCCCCC00X,good
5028382,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000000,good
5028383,000000,good
5028384,C0000000000,good
5028385,CCCCCCCCCCCCCCCCCCC00000000000000000000,good
5028386,CCCCCCCCCCCC0000000000,good
5028387,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000000,good
5028388,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCXXXXX0,good
5028389,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000000,good
5028391,CCCCCCCCC00X0X00X0000X000X0,good
5028392,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCX00X,good
5028393,0000000000000000000000000X,good
5028394,CCCX00X,good
5028395,CCCCCCCCC00X0X00X0000X000X0,good
5028401,CCCCCCCCCCCCCCCCCCC0000000000000,good
5028402,CCCCCCCCCCCCCCCCCCCCCC000000000000X,good
5028403,CCCCCCCCCCCCCCCCCCCCCCCCC00000X,good
5028404,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000X,good
5028405,XXXXXXX,good
5028407,X010000000000000,moderate
5028408,00X0000000000XXX000000000000X00X0X0,good
5028409,0000000000000000000000000000000X,good
5028410,10011XX,moderate
5028411,0000,good
5028412,CCCCCCCCC00000X,good
5028413,CCCCCCCCCCCCCCC0000X,good
5028414,000000000000000000000000,good
5028415,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5028416,00X0000000000XXX000000000000X00XXXX,good
5028417,CCCCCCCCCCC0000000,good
5028418,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCXXXXXXXXXX0X,good
5028420,0000000000X,good
5028421,CCCCCCCCCCC0000000X,good
5028422,X0X0XX0XXX00X0X00X000,good
5028423,000000000000,good
5028424,000000000,good
5028425,000000000000,good
5028426,00000000,good
5028427,X0000X00X,good
5028428,CCCCCC00000000000,good
5028429,CCCCCC00000000000,good
5028431,0000,good
5028432,00X0X,good
5028433,00000000,good
5028434,CCC0X00X00X0000000000000000,good
5028435,XXX000X0,good
5028436,XXX000X0,good
5028437,CCCCC00000000000000000,good
5028438,CCCCCCCCCCCCCCCC00000000000000000,good
5028439,XXXXXX,good
5028440,00000000000000000,good
5028441,CCCCC00000000000000000,good
5028442,CCCCCCCCCCCCCCCCC00000X,good
5028443,CCCCCCCCCCCCCCCC00000000000000000,good
5028444,CCCCCCCCCCCCCC00XXXXXX,good
5028445,CCCCCCCCCCCCCCCCCC0000,good
5028446,CCCCCCCCCCCCCCCCCCCCCC0000,good
5028447,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000,good
5028448,CCCCCCCCCCCCCCCCCCCCCC0000,good
5028449,CCCCCCCCCCCCCCCCCCCCX00X00X00X00,good
5028450,CCCCCCCXXXXXXXX000100X00X00X,moderate
5028451,CCCCCCCCCCCCCCCX00X00X00X00,good
5028452,X00000000000000000000,good
5028453,00,good
5028454,CCCCCCCCCCCC0,good
5028455,CCCCCCCCC0,good
5028456,CCCCCCCCCCCCCCCCCCCCCCCC0,good
5028457,CCCCCCCCCCCCCCCCCCCCCCCC0,good
5028458,X000000000XXX,good
5028459,CCCCCCCCCCCCCCCCCCCCCCCC0,good
5028460,CCCCC0000000000000000000000000000000,good
5028462,CCCCCCCCCCC000000010000,moderate
5028463,CCCCCCCCCCCCCCCCCCCC0,good
5028464,CCCCCC000000010000,moderate
5028465,CCCCCCCCCCCC00000X,good
5028466,CCCCCCCCCCC00000,good
5028467,CCCCCCCCCCC00000,good
5028468,XX0X01XX00X0X0X00XXX,moderate
5028469,00000000000,good
5028470,0X0X0X00XXX,good
5028471,0000000X,good
5028475,0000000000000000X,good
5028476,XXXXXXXXXXXXXXXXXXXXXXXXXXX0X,good
5028477,000000000000000000000000000X,good
5028478,CC2210,moderate
5028479,000000,good
5028480,0000000001000000000,moderate
5028483,XXXXX,good
5028484,X00XXXXXXXXXXXXXXXXXXXX,good
5028486,XXXXXXXXXXXXXXXXXXXXXXXX,good
5028487,X00XXXXXXXXXXXXXXXXXXXX,good
5028488,XXXXXXXXXXXXX,good
5028489,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5028494,000000000000000000000,good
5028495,000000000X,good
5028496,0000000000000X,good
5028497,CCCCCCC00000000X,good
5028498,CCCCCCCCCCCCCCC0000XX,good
5028499,CCC000000000000,good
5028500,X00000000000000000000X,good
5028501,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5028502,X00000000000000000000X,good
5028503,0X000XXX0XX00X00XXX,good
5028504,CCCCCCCCCCCCCCC100000,moderate
5028505,XX0X0X000X00X,good
5028506,CCCCCCCCCCCCCCCCC100000,moderate
5028507,CCCCCC100000,moderate
5028510,CCCCC0000000000,good
5028514,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000,good
5028515,X00X00XXX0X0XXX000X0000,good
5028516,CCCCCCCCCCCCCCCXXXXXXXXXXXXXXXXXXXXX,good
5028517,CCCCCCCCCCCCCCCCCCCCCCCCC000000,good
5028518,CCCCCCCCCCCCCCCCXXXXXXXXXXXX,good
5028519,CCCCCCCCCC00000000,good
5028520,CCCXXXXXXXXXXXX,good
5028521,CCCCC00000000,good
5028522,CCCCCCCCCCCCCCCCXXXXXXXXXXXX,good
5028524,CCCCCCCCCCCCCCCCXXXXXXXXXXXX,good
5028525,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000000,good
5028526,CCCCCCCCCCCCCCCCXXXXXXXXXXXX,good
5028527,CCCCCCC00000000,good
5028529,XXXXXXXXXXXXXXXXXXXX0X,good
5028530,00X000X0X00X0X000X100X0X0XXX0XXX000X0XXXXXX00X0XX0XX,moderate
5028531,XXXXXXXXXXXXXX0X,good
5028532,0X00X0X000X100X0X0XXX0XXX000X0XXXXXX00X0XX0XX,moderate
5028533,XXXXXXX0X,good
5028534,XXXX00X0XX0XX,good
5028536,XXX000XX00X0X,good
5028537,X000X,good
5028541,XXX000XX00X0X,good
5028542,XXXXXXXXXXXXX,good
5028543,X000X,good
5028544,C000000000000,good
5028545,C000000000000,good
5028546,C000000000000,good
5028547,CCC00000001111100000,moderate
5028548,CCCC00000001111100000,moderate
5028549,CCCCCCCCC00000001111100000,moderate
5028550,0000000000000000000000000XXXXX,good
5028551,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000X0,good
5028552,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000X0,good
5028553,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC1100000000X,moderate
5028554,CCCCCCCCCCCCCCCCCCCCCCC0XX000X,good
5028555,CCCCCCCCCCCCCCCCCCCCCCC0XX000X,good
5028556,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000X0,good
5028557,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0X,good
5028558,CCCCCCCCCCCCCCCCC000000000000X,good
5028559,CCCCCCCCCCCCCCCCCC0XX000X,good
5028560,CCCCCCCCCCCCCCCCCCCCCCC0XX000X,good
5028561,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0X,good
5028562,CCCCCCCCC00000000000000000000000X0,good
5028563,CCCCCCC0XX000X,good
5028564,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00000,good
5028565,000X,good
5028567,CCCCCC0X,good
5028568,CCCCCCCCCCCCCCCC0X,good
5028569,X0,good
5028572,CCCCCCCCCCCCX0X000X000X000XX0XXXXXXX,good
5028573,000X000XX0XXXXXXX,good
5028574,CCCCCCCCCCCCCCCCCCCCCCCCCCCC00000X,good
5028575,CCCCCCCCCCCCCCCC00000X,good
5028576,X0000,good
5028577,0,good
5028578,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000,good
5028580,5432000,risky
5028581,X10000X,moderate
5028582,100XXXXXXXXXXXXXXXXX,moderate
5028590,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000,good
5028591,CCCC00100X,moderate
5028592,0000000X,good
5028594,XXXXXXXXXXXXXXXXXXXXXXXXXXXX00000X00000000X,good
5028595,X00000XXX00000X000000000XXXXXX,good
5028598,X000000X00000XXX00000X000000000XXXXXX,good
5028599,XXXXXXXXXXXXXXXXXXXXXX00000X00000000X,good
5028600,XXXXXXXXXXXXXXXXXXXXXXXXXXXX00000X00000000X,good
5028601,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000000000000000000000,good
5028602,0000000000000000000000000000000000000000000X000000XX,good
5028604,CCCCCC000000,good
5028605,CCCCC001000101000000001000000000000,moderate
5028606,CC000000,good
5028607,001000101000000001000000000000,moderate
5028608,CCCCCC000000,good
5028610,CCC00000,good
5028611,CCCCCC000000000X,good
5028612,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000000,good
5028614,CCCCCCC00000000000000000000000000000000000000X,good
5028615,CCCCCCCCCCCCCCCCCCCCCCCCC000000000,good
5028616,0000,good
5028617,X00000011000000000000000000000000,moderate
5028621,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00,good
5028622,CCCCCC00000010,moderate
5028623,XX0XX0X0X0X0XX,good
5028624,00000010,moderate
5028625,CCCCCC00000010,moderate
5028626,0000010,moderate
5028627,X0XXX,good
5028628,CCC001X0X0X0XXX000X000000X0X0X00000X0XX,moderate
5028629,000000000000000000000000000000000X,good
5028630,CCCCCCCCCCCCCCCCCC110,moderate
5028631,CCCCCCCCCCCCCCCCCCCCCC110000,moderate
5028632,X0000000100100010000000X,moderate
5028634,00000000001000000000000000,moderate
5028635,CCC0000000000,good
5028636,CCC0000000000,good
5028637,CCCCCCCCC000000000000000000000,good
5028638,CCC000000000000000000000000000,good
5028639,000000000000000,good
5028640,CCC000000000000000000000000000,good
5028641,000000000000000000,good
5028642,X00000000000,good
5028643,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000000X,good
5028644,0000000X,good
5028645,CC00000000X,good
5028646,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000000X,good
5028650,X00X,good
5028652,000000,good
5028654,XXXXXXXX,good
5028655,00000000,good
5028658,X00X,good
5028659,X00X,good
5028660,X00X,good
5028661,X00X,good
5028662,X00X,good
5028669,000000X,good
5028673,0000000,good
5028674,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5028675,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5028676,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5028682,0000XX00X0X0X0X0000X00X0XXX0X,good
5028683,CCCCC00000000,good
5028684,0000000000,good
5028685,000,good
5028686,0000,good
5028687,0000X,good
5028688,C00000000000,good
5028689,CCCCCCCCC0000000000XX,good
5028691,000010X000XX,moderate
5028692,000010X000XX,moderate
5028693,XX000000000,good
5028694,CCCCCCCCCCCCCCCC00000000000000000000XXXX,good
5028695,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000000000000000000,good
5028696,CCCCCCCC000X000000000000000000000000000000X,good
5028697,XXXXXXXXXXXXXXX000X00000X,good
5028698,00000000000000000,good
5028699,XXXXXXXXXXXXXXXXXX000X00000X,good
5028700,CCCCCCCCCCCCCCCCCCCCCCCCC0000000000,good
5028701,CCCCCCCCC1101100,moderate
5028702,CCCCCCCCCCCCCCCCCCCCCCCC00X0100X000000000000000X,moderate
5028703,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000XX,good
5028704,CCCCCCCCCCCCCCCCCCCCCC100000000000,moderate
5028705,XXXX0,good
5028706,CCCCCCCCCCCC100000000000,moderate
5028707,CCCCCCC100000000000,moderate
5028709,CCCCCCCCCCCC000000,good
5028710,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000XX,good
5028712,CCCCCC000000,good
5028713,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000,good
5028714,CCCCCC000000,good
5028715,0000000000,good
5028716,1001000000,moderate
5028717,CCCCCCCCCCC0000000000000,good
5028720,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000,good
5028722,00000000000000000000000000000000000000000000000X,good
5028723,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0,good
5028724,CCCCCC0000000000000000000000000000,good
5028725,CCCCCCC0000000000000000000000000000,good
5028726,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000,good
5028727,CCCCCCCCCCCCCCC0000000000000000000000000000,good
5028728,CCCCCCCCCCCCCCCCCCCC0000000000000000000000000000,good
5028729,CCCCCCCCCCCCCCCCCCCCCCC0000000000000000000000000000,good
5028730,CCCCCCCCCCCCC0000000000000000000000000000,good
5028731,CCCCCCCCCCCCCCCCCCCCCCC0000000000000000000000000000,good
5028732,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000000000000,good
5028733,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000,good
5028735,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCXXXXXX,good
5028736,CCCCCCCCCCCCCCCCCCC0000000000000000000000000000,good
5028737,CCCCCCCCCCCCCCCCCCC0000000000000000000000000000,good
5028738,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000,good
5028739,CCCCCCCCCCCCCCCCCCCCCCCCCC00000000,good
5028740,XX1000X0XX,moderate
5028741,X1000X0XX,moderate
5028742,00000,good
5028743,CC000000,good
5028744,00000X,good
5028745,CCCCCCC00000,good
5028746,0000000000000X,good
5028747,X00000000,good
5028748,CCCCCCCCCCCCCCCCCCCC0000X,good
5028749,X000000000000000000000000,good
5028750,CCCCCCCC000000,good
5028751,C00000000,good
5028755,CCCCCCCCC000,good
5028756,CCCCCCCC000000,good
5028757,CCCCCCCC000000,good
5028759,00X000000000,good
5028761,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000X,good
5028762,CCCCCC000000,good
5028764,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000000000,good
5028767,XXXXXXXXXXXXXXXXXXXXX,good
5028768,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000000X00000000000XX,good
5028769,00000X0X000X0X00XX00XX,good
5028770,10100000000,moderate
5028771,0000,good
5028772,0000,good
5028773,CCCCCCCCCCCCCC0000,good
5028775,CCC2100X00000X,moderate
5028776,CCCCCCCCCCCCCCCCCCCCCC3000X000000,moderate
5028777,0000000000,good
5028778,00000000000,good
5028779,CCCCCCCCCCCCCCCCCCCCCCCCCC000000000000,good
5028780,0000000000,good
5028781,0000000000,good
5028782,0000000000,good
5028783,0000000000,good
5028784,00000,good
5028785,000000000,good
5028786,0000000000,good
5028787,0000,good
5028788,0X000000000,good
5028789,0000000000000000000000,good
5028790,0000000000,good
5028791,0X,good
5028792,CCCCC0XXXXX,good
5028793,0000000,good
5028794,CC0XXXXX,good
5028795,C,good
5028796,CCCCC0XXXXX,good
5028797,CCCCC0XXXXX,good
5028798,00,good
5028799,XXX,good
5028800,XXXXXX,good
5028801,000,good
5028802,0000,good
5028803,110000,moderate
5028804,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCXXX0XXXX00X0X0X,good
5028805,CCCCCCCCCCC00000000,good
5028806,CCCC000000000,good
5028807,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCX,good
5028808,CCCCCCCCCC000000000000000000000000000000000000000,good
5028809,CCCCCCCCCCCCCC0,good
5028810,0000000000000000000000000000000000000,good
5028811,CCCCCCCCCCCCCC000000000000000000000000000000000000000,good
5028812,00000000000000000000000,good
5028813,00000000000000000000000000000,good
5028814,00000X0000000000000X00000000XX0,good
5028815,0000000000000000000000000000000,good
5028816,CCCCCCCCCCCCCCCC00000000,good
5028817,00000000,good
5028818,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000000000,good
5028819,0000000X,good
5028820,CCCCCCCCCCCCCCCCCCCCCCCCC00000,good
5028821,00000,good
5028823,CCCCC00000000000,good
5028824,0000000000000000,good
5028825,X0000000010000000000000000000000000000000000000000000000,moderate
5028827,CCCCCCCCCCCCCC0000000000000,good
5028828,CCCCCCCCCCCCCCCCCCCCC0000000000,good
5028830,CCCCC0000000000,good
5028831,CCCCCCCCCCCCCC0000000000000,good
5028832,X000000XXXXXXXXXXXXXXXXXXXXXXX,good
5028833,00000000000000000000000000000,good
5028834,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC110000000100000,moderate
5028835,CCCCC00X,good
5028836,0XXXXXXX00X00000000000000X,good
5028837,CCCCC00X,good
5028838,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000,good
5028842,010000,moderate
5028844,CC0000000,good
5028846,CCCCCCCCCCCCCCCCCCCCCCCCCC0000,good
5028847,CCCCCCCCCCCCCCCCCCCCCC0000,good
5028848,CCCC000000000001011000000010000000000000,moderate
5028849,00000,good
5028850,CCCCCCCCCCCCCCCCCCCCCCCCCC0,good
5028851,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000100,moderate
5028852,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000,good
5028853,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000X,good
5028854,CCCCCCCCCC0000000000000000000000000000000,good
5028855,CCCCCCCCCCCCCCCCCCCCCCCCCCCC000000,good
5028858,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000100,moderate
5028861,CCCCCCCCC0000,good
5028862,0000000000000X,good
5028863,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000000000,good
5028864,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000000000000X,good
5028865,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCX00XX00000000000,good
5028866,CCCCCCCCCCCCCCCC000000000X,good
5028867,000000000000,good
5028868,CCCCCCCCCCCCCC000000000X,good
5028869,C000000000X,good
5028872,CCCCCCC0000000000,good
5028873,XXXXXXXXXXXXXXXX,good
5028874,0,good
5028875,CCCCCCCCC00000000000000000000000,good
5028876,CCCCCCCCCCCCCC00000000000,good
5028877,0,good
5028878,CCCCCCCCCCCCCC00000000000,good
5028879,000,good
5028880,XXXX000000000000000,good
5028881,XXXX000000000000000,good
5028882,CCCCCCCCC00000000000000000000000,good
5028883,CCCCCCCCCCCCCCCCCCCCCCCCCXXX0000X00XX,good
5028884,CC000X,good
5028885,0,good
5028886,CCCCCCC000000000000,good
5028887,CC00000000,good
5028888,0000000000,good
5028889,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000,good
5028890,X0000X00XXX00X0X00X0000X0XX,good
5028891,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000,good
5028892,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5028893,CCCCCCCCCCC0000,good
5028894,0X00XXX00X0X00X0000X0XX,good
5028895,CCCCCCCCCCCCCCCCCCCCCC000000,good
5028896,0000X00XXX00X0X00X0000X0X0X,good
